vehicle_id,model,chemistry,capacity_kwh,cycle_number,odometer_km,avg_temperature_c,max_temperature_c,fast_charge_ratio,depth_of_discharge,c_rate,internal_resistance_mohm,cell_voltage_variance,cumulative_kwh_throughput,state_of_health,remaining_useful_life_cycles,is_anomaly
EV-108,Ford F-150 Lightning,NMC 622,131.0,344,13153,37.62,45.35,0.427,0.525,1.38,2.081,0.0127,43779.4,91.96,940,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,345,14166,29.06,39.53,0.323,0.484,1.22,1.682,0.0115,40434.5,91.95,940,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,346,13762,32.47,39.85,0.358,0.515,1.28,1.682,0.0119,43203.4,91.93,940,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,347,14075,35.36,46.5,0.394,0.533,1.33,2.083,0.0124,44784.8,91.91,939,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,348,15060,28.27,34.41,0.406,0.503,1.35,1.684,0.0125,42463.8,91.89,939,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,349,14407,31.61,40.52,0.492,0.604,1.48,1.685,0.0136,51099.4,91.87,938,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,350,15055,32.62,38.4,0.479,0.542,1.46,1.685,0.0134,45951.0,91.85,938,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,351,14770,39.46,49.78,0.455,0.607,1.42,2.087,0.0131,51667.3,91.81,934,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,352,14714,31.64,39.73,0.474,0.583,1.45,1.687,0.0134,49732.4,91.79,933,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,353,14368,29.05,41.19,0.414,0.587,1.36,1.688,0.0127,50211.4,91.77,933,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,354,14494,34.8,48.72,0.453,0.59,1.42,2.089,0.0132,50636.0,91.74,931,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,355,14205,34.13,47.77,0.547,0.511,1.56,2.09,0.0143,43944.8,91.72,930,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,356,15123,35.63,39.64,0.465,0.608,1.44,1.691,0.0133,52450.8,91.69,928,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,357,14868,34.69,47.77,0.496,0.571,1.48,2.092,0.0137,49374.2,91.66,927,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,358,15174,34.19,39.24,0.389,0.526,1.32,1.693,0.0124,45667.7,91.64,926,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,359,15403,34.36,43.79,0.462,0.6,1.43,1.693,0.0133,52241.4,91.62,925,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,360,14500,33.04,37.47,0.49,0.532,1.47,1.694,0.0137,46388.0,91.59,924,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,361,13832,36.81,45.18,0.401,0.559,1.34,2.095,0.0126,48944.0,91.57,923,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,362,15241,37.93,45.96,0.461,0.509,1.43,2.096,0.0133,44630.7,91.54,921,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,363,14933,37.65,51.63,0.471,0.608,1.44,2.097,0.0135,53474.0,91.51,918,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,364,13939,28.63,34.45,0.457,0.479,1.42,1.698,0.0133,42252.1,91.49,919,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,365,15848,36.22,48.37,0.48,0.546,1.46,2.099,0.0136,48296.8,91.46,917,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,366,14227,40.82,50.48,0.573,0.525,1.6,2.1,0.0147,46540.0,91.42,914,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,367,15079,41.36,46.32,0.436,0.535,1.39,2.101,0.0131,47607.4,91.39,911,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,368,15084,30.62,43.08,0.491,0.528,1.48,1.702,0.0138,47088.6,91.37,910,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,369,14067,33.44,40.7,0.486,0.514,1.47,1.703,0.0137,46006.7,91.35,910,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,370,14114,34.46,54.27,0.469,0.538,1.44,2.105,0.0386,48286.1,91.29,904,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,371,14608,35.95,48.64,0.493,0.525,1.48,2.106,0.0138,47188.9,91.26,903,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,372,14829,35.11,42.59,0.458,0.511,1.43,1.707,0.0134,46098.3,91.24,902,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,373,14238,39.99,50.17,0.465,0.505,1.44,2.108,0.0135,45638.3,91.21,900,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,374,14759,32.28,45.13,0.472,0.538,1.45,2.108,0.0136,48753.4,91.19,899,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,375,15864,29.03,38.48,0.45,0.562,1.41,1.709,0.0134,51103.7,91.17,899,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,376,15374,36.18,46.82,0.491,0.522,1.48,2.11,0.0139,47588.0,91.14,897,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,377,14662,34.38,46.9,0.41,0.525,1.35,2.111,0.0129,47980.3,91.12,897,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,378,15108,35.21,44.02,0.518,0.558,1.52,1.712,0.0142,51119.1,91.1,895,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,379,14998,34.2,47.76,0.456,0.569,1.42,2.112,0.0135,52218.8,91.07,894,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,380,16178,28.04,35.78,0.401,0.513,1.34,1.713,0.0128,47205.8,91.06,894,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,381,16282,35.47,39.79,0.409,0.566,1.35,1.714,0.013,52299.1,91.03,893,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,382,15766,38.39,51.56,0.561,0.574,1.58,2.115,0.0148,53137.3,90.99,890,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,383,16369,38.05,47.22,0.457,0.547,1.42,2.116,0.0136,50780.4,90.96,888,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,384,15013,37.68,42.79,0.434,0.547,1.39,1.717,0.0133,50889.9,90.93,886,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,385,16205,37.79,43.72,0.443,0.556,1.4,1.718,0.0134,51890.6,90.9,884,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,386,16803,33.59,42.65,0.387,0.6,1.32,1.719,0.0127,56155.7,90.88,883,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,387,15930,30.71,42.75,0.486,0.546,1.47,1.72,0.0139,51235.2,90.86,883,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,388,16432,37.92,50.86,0.478,0.519,1.46,2.121,0.0139,48825.8,90.83,881,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,389,15754,36.98,47.46,0.449,0.478,1.41,2.122,0.0135,45057.8,90.81,880,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,390,16196,31.25,40.24,0.392,0.496,1.33,1.722,0.0128,46859.6,90.79,880,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,391,16227,29.33,42.11,0.433,0.582,1.39,1.723,0.0133,55115.3,90.77,880,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,392,16757,33.79,44.79,0.389,0.58,1.32,1.724,0.0128,55139.8,90.75,879,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,393,16541,34.41,45.65,0.485,0.561,1.47,2.125,0.014,53451.0,90.72,878,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,394,15119,38.11,42.23,0.469,0.551,1.44,1.726,0.0138,52635.6,90.69,876,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,395,15493,33.31,39.38,0.348,0.583,1.26,1.726,0.0124,55815.7,90.67,875,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,396,16354,34.62,38.93,0.44,0.511,1.4,1.727,0.0135,49072.3,90.65,874,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,397,16806,33.91,43.64,0.401,0.531,1.34,1.728,0.013,51075.9,90.63,874,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,398,17154,33.66,46.21,0.451,0.512,1.42,2.129,0.0136,49420.8,90.61,873,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,399,17092,36.37,46.7,0.443,0.559,1.4,2.13,0.0135,54078.2,90.58,872,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,400,17491,35.85,40.02,0.376,0.578,1.3,1.73,0.0128,56071.5,90.56,870,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,401,15884,36.48,44.94,0.426,0.527,1.38,1.731,0.0134,51167.2,90.53,869,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,402,16884,36.4,43.37,0.34,0.509,1.25,1.732,0.0124,49630.7,90.51,869,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,403,16573,35.32,39.48,0.463,0.563,1.43,1.733,0.0138,55015.8,90.49,867,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,404,17321,29.28,35.83,0.4,0.55,1.34,1.734,0.0131,53815.4,90.47,867,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,405,17753,38.5,47.89,0.421,0.56,1.37,2.135,0.0133,54943.6,90.44,865,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,406,17143,34.89,60.42,0.359,0.555,1.28,2.137,0.0376,54567.7,90.38,860,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,407,17572,33.97,41.59,0.371,0.527,1.3,1.737,0.0128,51954.6,90.36,859,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,408,16392,27.56,38.38,0.4,0.528,1.34,1.738,0.0131,52225.4,90.34,859,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,409,16740,34.27,40.26,0.402,0.556,1.34,1.739,0.0132,55159.0,90.32,858,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,410,16625,30.1,41.44,0.341,0.526,1.25,1.739,0.0125,52222.0,90.3,858,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,411,16394,34.2,46.15,0.462,0.537,1.43,2.14,0.0139,53533.3,90.28,857,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,412,17458,31.62,44.38,0.43,0.505,1.38,1.741,0.0135,50466.7,90.26,857,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,413,15991,32.64,41.43,0.395,0.54,1.33,1.741,0.0131,54024.5,90.24,857,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,414,16136,34.73,48.52,0.427,0.524,1.38,2.142,0.0135,52574.5,90.22,856,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,415,17677,33.76,46.87,0.442,0.549,1.4,2.143,0.0137,55260.3,90.2,855,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,416,17664,36.3,45.64,0.48,0.58,1.46,2.144,0.0142,58434.6,90.17,853,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,417,18191,34.07,46.08,0.485,0.487,1.47,2.145,0.0143,49209.4,90.15,853,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,418,17868,35.59,40.58,0.461,0.512,1.43,1.745,0.014,51893.0,90.13,852,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,419,15940,33.71,46.21,0.427,0.555,1.38,2.146,0.0136,56387.4,90.11,851,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,420,16911,33.46,42.94,0.386,0.513,1.32,1.747,0.0131,52266.8,90.09,851,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,421,16343,27.94,38.55,0.4,0.554,1.34,1.748,0.0133,56559.9,90.07,850,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,422,17146,34.22,47.15,0.467,0.573,1.44,2.148,0.0141,58566.6,90.05,849,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,423,18096,34.33,45.48,0.488,0.562,1.47,2.149,0.0143,57595.9,90.02,848,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,424,16838,31.85,42.92,0.393,0.551,1.33,1.75,0.0132,56578.4,90.0,848,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,425,16958,28.5,32.72,0.425,0.534,1.38,1.751,0.0136,55022.8,89.98,847,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,426,17054,30.69,39.85,0.456,0.555,1.42,1.751,0.014,57299.5,89.96,847,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,427,16587,38.58,50.91,0.497,0.541,1.48,2.152,0.0145,55996.8,89.93,845,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,428,16481,43.88,50.04,0.442,0.553,1.4,2.154,0.0139,57361.4,89.89,841,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,429,16654,40.54,53.69,0.506,0.595,1.5,2.155,0.0146,61900.0,89.84,838,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,430,18196,31.21,39.9,0.396,0.547,1.33,1.756,0.0133,57040.8,89.82,837,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,431,17830,35.25,39.58,0.44,0.564,1.4,1.757,0.0139,58906.4,89.8,836,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,432,18011,36.57,44.11,0.467,0.545,1.44,1.758,0.0142,57012.5,89.77,835,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,433,17425,29.12,35.48,0.461,0.564,1.43,1.759,0.0141,59220.9,89.75,834,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,434,17972,40.86,45.89,0.456,0.549,1.42,2.16,0.0141,57728.6,89.71,831,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,435,19036,35.83,42.39,0.407,0.563,1.35,1.761,0.0135,59309.5,89.69,830,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,436,18743,32.01,39.35,0.452,0.525,1.42,1.762,0.0141,55464.9,89.67,830,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,437,18580,37.81,45.34,0.477,0.554,1.45,2.163,0.0144,58704.3,89.64,828,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,438,17766,36.9,48.36,0.46,0.55,1.43,2.164,0.0142,58373.7,89.61,826,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,439,17447,36.85,44.84,0.466,0.551,1.44,1.765,0.0143,58626.5,89.58,825,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,440,17998,33.75,39.45,0.352,0.553,1.27,1.765,0.0129,58966.3,89.56,824,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,441,18896,34.15,41.39,0.363,0.509,1.28,1.766,0.0131,54421.9,89.54,824,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,442,18289,29.78,43.66,0.402,0.564,1.34,1.767,0.0135,60418.5,89.52,823,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,443,19381,36.62,47.83,0.47,0.571,1.44,2.168,0.0144,61344.9,89.5,822,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,444,17861,36.71,48.04,0.524,0.579,1.53,2.169,0.015,62315.4,89.46,820,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,445,18541,31.37,39.93,0.484,0.543,1.46,1.769,0.0146,58603.8,89.44,819,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,446,18416,35.16,46.13,0.407,0.576,1.35,2.17,0.0136,62275.9,89.42,818,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,447,19590,40.38,53.53,0.495,0.578,1.48,2.172,0.0147,62635.2,89.38,815,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,448,17034,29.55,33.6,0.412,0.566,1.36,1.772,0.0137,61415.3,89.36,814,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,449,19304,39.12,46.25,0.418,0.526,1.37,2.173,0.0138,57232.6,89.33,813,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,450,18204,28.77,34.99,0.441,0.548,1.4,1.774,0.0141,59756.6,89.31,812,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,451,18375,32.61,43.78,0.42,0.527,1.37,1.775,0.0139,57568.1,89.29,812,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,452,18712,34.47,39.45,0.424,0.51,1.37,1.776,0.0139,55887.3,89.27,811,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,453,18637,38.69,46.51,0.391,0.525,1.33,2.177,0.0135,57655.2,89.24,810,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,454,18946,34.8,46.3,0.29,0.583,1.17,2.177,0.0123,64179.9,89.22,809,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,455,19643,33.22,41.04,0.465,0.55,1.44,1.778,0.0144,60632.9,89.2,808,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,456,19986,33.6,46.83,0.36,0.58,1.28,2.179,0.0132,64073.8,89.18,807,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,457,17615,30.9,42.88,0.414,0.549,1.36,1.78,0.0139,60793.6,89.16,807,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,458,17997,38.25,49.96,0.53,0.583,1.53,2.181,0.0153,64739.1,89.12,804,1
EV-108,Ford F-150 Lightning,NMC 622,131.0,459,18916,33.48,47.01,0.479,0.584,1.46,2.182,0.0146,65003.8,89.1,803,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,460,19742,41.27,45.37,0.386,0.521,1.32,2.183,0.0136,58105.7,89.06,801,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,461,19682,40.2,47.55,0.446,0.499,1.41,2.184,0.0143,55732.1,89.03,800,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,462,20047,33.04,44.56,0.469,0.565,1.44,1.785,0.0146,63258.5,89.01,799,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,463,18772,32.7,42.21,0.508,0.526,1.5,1.785,0.0151,59036.0,88.99,798,0
EV-108,Ford F-150 Lightning,NMC 622,131.0,464,19067,28.48,34.96,0.497,0.542,1.48,1.786,0.0149,60957.4,88.97,798,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,1,40,29.76,38.63,0.604,0.433,1.49,1.201,0.0113,80.2,99.98,1785,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,2,78,34.98,41.38,0.601,0.46,1.48,1.201,0.0112,170.4,99.96,1646,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,3,116,32.5,36.87,0.509,0.411,1.34,1.202,0.0101,228.1,99.95,1850,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,4,153,36.94,46.91,0.565,0.393,1.43,1.602,0.0108,290.6,99.94,1854,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,5,211,35.59,48.48,0.56,0.44,1.42,1.603,0.0108,407.2,99.92,1846,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,6,233,36.85,46.28,0.594,0.476,1.47,1.604,0.0112,528.2,99.9,1767,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,7,270,32.37,36.52,0.488,0.437,1.31,1.204,0.0099,565.6,99.89,1847,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,8,327,32.99,41.81,0.61,0.471,1.49,1.204,0.0114,697.8,99.87,1861,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,9,356,29.19,40.37,0.607,0.444,1.49,1.205,0.0113,740.0,99.86,1899,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,10,421,34.15,45.1,0.549,0.477,1.4,1.605,0.0107,882.7,99.84,1903,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,11,450,36.8,45.18,0.658,0.409,1.57,1.606,0.012,832.8,99.83,1890,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,12,519,24.93,33.54,0.53,0.475,1.37,1.207,0.0104,1054.8,99.81,1917,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,13,552,36.73,47.89,0.676,0.474,1.59,1.607,0.0122,1140.8,99.79,1869,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,14,602,28.95,41.18,0.485,0.456,1.31,1.208,0.0099,1181.0,99.78,1905,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,15,600,35.14,40.32,0.518,0.419,1.36,1.208,0.0103,1162.0,99.77,1926,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,16,628,32.37,37.82,0.564,0.441,1.42,1.209,0.0109,1304.4,99.76,1952,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,17,705,33.52,44.73,0.556,0.444,1.41,1.209,0.0108,1395.5,99.74,1970,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,18,695,32.12,37.53,0.585,0.444,1.46,1.209,0.0111,1476.9,99.73,1990,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,19,800,27.44,41.21,0.526,0.475,1.37,1.21,0.0104,1667.9,99.72,2006,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,20,805,31.52,41.67,0.578,0.556,1.45,1.21,0.0111,2057.4,99.7,1994,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,21,854,26.52,31.93,0.633,0.492,1.53,1.211,0.0117,1910.7,99.69,1995,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,22,929,29.02,38.06,0.539,0.472,1.39,1.211,0.0106,1919.3,99.68,2009,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,23,909,34.08,46.71,0.642,0.408,1.54,1.612,0.0119,1737.0,99.66,2020,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,24,981,38.8,51.03,0.616,0.483,1.5,1.613,0.0115,2144.7,99.64,1976,1
EV-109,Rivian Commercial Van (EDV),LFP,100.0,25,1012,30.14,41.0,0.577,0.493,1.45,1.213,0.0111,2277.8,99.63,1982,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,26,1142,31.42,44.79,0.46,0.487,1.27,1.213,0.0097,2341.1,99.61,1996,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,27,1048,29.04,38.06,0.656,0.49,1.56,1.214,0.0121,2445.2,99.6,1996,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,28,1098,33.81,41.07,0.606,0.439,1.49,1.214,0.0115,2274.8,99.59,2003,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,29,1125,30.3,43.15,0.579,0.451,1.45,1.215,0.0111,2421.2,99.57,2015,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,30,1297,26.75,38.22,0.553,0.431,1.41,1.215,0.0108,2389.5,99.56,2031,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,31,1257,32.92,46.88,0.632,0.398,1.53,1.616,0.0118,2282.6,99.55,2046,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,32,1373,32.96,43.31,0.547,0.454,1.4,1.216,0.0108,2689.7,99.54,2055,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,33,1358,34.54,44.48,0.649,0.446,1.55,1.217,0.012,2722.4,99.53,2052,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,34,1375,27.69,34.49,0.541,0.459,1.39,1.217,0.0107,2888.9,99.51,2062,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,35,1476,32.52,37.91,0.623,0.44,1.51,1.217,0.0117,2848.2,99.5,2070,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,36,1574,35.24,41.14,0.578,0.45,1.45,1.218,0.0112,2993.8,99.49,2068,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,37,1546,32.95,44.07,0.618,0.462,1.51,1.218,0.0117,3161.6,99.47,2070,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,38,1500,37.52,51.04,0.528,0.513,1.37,1.619,0.0106,3603.8,99.45,2048,1
EV-109,Rivian Commercial Van (EDV),LFP,100.0,39,1596,33.15,42.97,0.581,0.431,1.45,1.22,0.0112,3107.2,99.44,2056,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,40,1646,30.13,37.82,0.553,0.466,1.41,1.22,0.0109,3448.2,99.43,2064,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,41,1568,25.25,29.38,0.53,0.433,1.37,1.22,0.0106,3287.9,99.42,2076,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,42,1732,38.07,50.66,0.593,0.499,1.47,1.621,0.0114,3874.5,99.4,2051,1
EV-109,Rivian Commercial Van (EDV),LFP,100.0,43,1791,33.39,46.36,0.598,0.48,1.48,1.622,0.0114,3815.0,99.38,2050,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,44,1865,27.35,39.78,0.54,0.457,1.39,1.222,0.0108,3720.2,99.37,2059,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,45,1965,33.55,39.18,0.605,0.49,1.49,1.222,0.0115,4077.1,99.36,2056,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,46,1756,32.16,42.11,0.566,0.477,1.43,1.223,0.0111,4059.9,99.34,2060,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,47,1833,31.64,43.78,0.643,0.494,1.54,1.223,0.012,4296.7,99.33,2059,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,48,2108,29.88,41.26,0.546,0.474,1.4,1.224,0.0109,4209.6,99.32,2064,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,49,2007,36.23,43.92,0.624,0.516,1.51,1.225,0.0118,4679.1,99.3,2047,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,50,2145,30.92,37.13,0.587,0.454,1.46,1.225,0.0114,4200.4,99.29,2053,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,51,2018,32.72,46.0,0.617,0.462,1.51,1.625,0.0117,4359.9,99.27,2055,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,52,2165,31.16,36.85,0.595,0.463,1.47,1.226,0.0115,4455.4,99.26,2059,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,53,2042,27.27,32.57,0.673,0.464,1.59,1.226,0.0124,4552.5,99.25,2061,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,54,2066,31.28,38.9,0.602,0.42,1.48,1.227,0.0116,4191.4,99.24,2069,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,55,2279,29.16,34.62,0.551,0.49,1.41,1.227,0.011,4985.8,99.22,2072,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,56,2178,32.95,42.33,0.56,0.457,1.42,1.228,0.0111,4736.8,99.21,2076,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,57,2387,35.64,45.06,0.573,0.483,1.44,1.628,0.0112,5097.6,99.2,2069,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,58,2538,35.32,41.47,0.57,0.488,1.44,1.229,0.0112,5238.9,99.18,2063,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,59,2580,32.08,39.59,0.597,0.411,1.48,1.229,0.0115,4482.2,99.17,2071,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,60,2286,28.49,33.72,0.59,0.467,1.46,1.23,0.0115,5188.6,99.16,2075,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,61,2666,33.21,42.89,0.587,0.466,1.46,1.23,0.0114,5262.8,99.14,2076,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,62,2706,32.36,37.94,0.561,0.523,1.42,1.23,0.0111,6000.2,99.13,2074,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,63,2467,30.47,40.3,0.525,0.432,1.37,1.231,0.0107,5036.3,99.12,2082,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,64,2770,25.27,32.22,0.617,0.446,1.51,1.231,0.0118,5278.9,99.11,2086,0
EV-109,Rivian Commercial Van (EDV),LFP,100.0,65,2639,31.05,36.41,0.527,0.448,1.37,1.232,0.0107,5383.5,99.1,2092,0
